name,data
tetgen,[]
tetrix,[]
tex2im,[]
texi2html,[]
texinfo,[]
texlive,"["" \tkpathsea-devel"","" \tptexenc-devel"","" \tsynctex-devel"","" \ttexlua-devel"",""  dvipng"",""  lcdf-typetools"",""  ps2eps"",""  tex4ht"",""  texlive-collection-binextra""]"
texlive-texmf,"[""  ctanify"",""  fonts-type1-cm-super-tex"",""  fonts-type1-cm-super-tex-afm"",""  fonts-type1-cm-super-tex-dvips"",""  fonts-type1-tipa-tex"",""  ht"",""  latexmk"",""  passivetex"",""  pdfjam"",""  prosper"",""  tetex-bibtex8"",""  tetex-latex-cmap"",""  tetex-latex-feynmf"",""  tex4ht"",""  tex4ht-xetex"",""  texlive-base"",""  texlive-base-bin"",""  texlive-bibtex-extra"",""  texlive-collection-bibtexextra"",""  texlive-collection-context"",""  texlive-collection-fontsextra"",""  texlive-collection-fontsrecommended"",""  texlive-collection-fontutils"",""  texlive-collection-formatsextra"",""  texlive-collection-games"",""  texlive-collection-genericextra"",""  texlive-collection-genericrecommended"",""  texlive-collection-htmlxml"",""  texlive-collection-humanities"",""  texlive-collection-langafrican"",""  texlive-collection-langarabic"",""  texlive-collection-langchinese"",""  texlive-collection-langcjk"",""  texlive-collection-langcyrillic"",""  texlive-collection-langczechslovak"",""  texlive-collection-langenglish"",""  texlive-collection-langeuropean"",""  texlive-collection-langfrench"",""  texlive-collection-langgerman"",""  texlive-collection-langgreek"",""  texlive-collection-langindic"",""  texlive-collection-langitalian"",""  texlive-collection-langjapanese"",""  texlive-collection-langkorean"",""  texlive-collection-langother"",""  texlive-collection-langpolish"",""  texlive-collection-langportuguese"",""  texlive-collection-langspanish"",""  texlive-collection-latex"",""  texlive-collection-latexextra"",""  texlive-collection-latexrecommended"",""  texlive-collection-luatex"",""  texlive-collection-mathextra"",""  texlive-collection-metapost"",""  texlive-collection-music"",""  texlive-collection-omega"",""  texlive-collection-pictures"",""  texlive-collection-plainextra"",""  texlive-collection-pstricks"",""  texlive-collection-publishers"",""  texlive-collection-science"",""  texlive-collection-xetex"",""  texlive-common"",""  texlive-doc-base"",""  texlive-doc-bg"",""  texlive-doc-cs+sk"",""  texlive-doc-de"",""  texlive-doc-el"",""  texlive-doc-en"",""  texlive-doc-es"",""  texlive-doc-fi"",""  texlive-doc-fr"",""  texlive-doc-it"",""  texlive-doc-ja"",""  texlive-doc-ko"",""  texlive-doc-mn"",""  texlive-doc-nl"",""  texlive-doc-pl"",""  texlive-doc-pt"",""  texlive-doc-ru"",""  texlive-doc-sl"",""  texlive-doc-th"",""  texlive-doc-tr"",""  texlive-doc-uk"",""  texlive-doc-vi"",""  texlive-doc-zh"",""  texlive-extra"",""  texlive-extra-utils"",""  texlive-font-utils"",""  texlive-fonts-extra"",""  texlive-fonts-recommended"",""  texlive-formats-extra"",""  texlive-games"",""  texlive-generic-extra"",""  texlive-generic-recommended"",""  texlive-humanities"",""  texlive-lang-african"",""  texlive-lang-arab"",""  texlive-lang-armenian"",""  texlive-lang-cjk"",""  texlive-lang-croatian"",""  texlive-lang-cyrillic"",""  texlive-lang-czechslovak"",""  texlive-lang-danish"",""  texlive-lang-dutch"",""  texlive-lang-finnish"",""  texlive-lang-french"",""  texlive-lang-german"",""  texlive-lang-greek"",""  texlive-lang-hebrew"",""  texlive-lang-hungarian"",""  texlive-lang-indic"",""  texlive-lang-italian"",""  texlive-lang-latin"",""  texlive-lang-mongolian"",""  texlive-lang-norwegian"",""  texlive-lang-other"",""  texlive-lang-polish"",""  texlive-lang-portuguese"",""  texlive-lang-spanish"",""  texlive-lang-swedish"",""  texlive-lang-tibetan"",""  texlive-lang-ukenglish"",""  texlive-lang-vietnamese"",""  texlive-latex-base"",""  texlive-latex-extra"",""  texlive-latex-recommended"",""  texlive-latex3"",""  texlive-math-extra"",""  texlive-metapost"",""  texlive-music"",""  texlive-omega"",""  texlive-passivetex"",""  texlive-pictures"",""  texlive-plain-extra"",""  texlive-pstricks"",""  texlive-publishers"",""  texlive-recommended"",""  texlive-science"",""  texlive-xetex"",""  texmf-fonts-cm-lgc"",""  texmf-fonts-kerkis"",""  texmf-latex-babelbib"",""  texmf-latex-beamer"",""  texmf-latex-biblatex"",""  texmf-latex-biblatex-gost"",""  texmf-latex-csquotes"",""  texmf-latex-currfile"",""  texmf-latex-etoolbox"",""  texmf-latex-filehook"",""  texmf-latex-fixme"",""  texmf-latex-koma-script"",""  texmf-latex-linegoal"",""  texmf-latex-logreq"",""  texmf-latex-ltxnew"",""  texmf-latex-obsolete"",""  texmf-latex-passivetex"",""  texmf-latex-pdfcomment"",""  texmf-latex-tabu"",""  texmf-latex-tipa"",""  texmf-latex-xcolor"",""  texmf-pgf"",""  texmf-standalone"",""  texmf-tex4ht"","" /usr/share/texmf-dist"","" <$TEXMFDIST path>"","" tex(dvips)"","" tex(east-asian)"","" tex(japanese)"","" tex(latex)"","" tex(latex-base)"","" tex(tex)"","" tex(xetex)"","" texmf-latex-koma-script"","" texmf-latex-linegoal"","" texmf-latex-ltxnew"","" texmf-latex-tabu""]"
texmf-bibtex8-gost,"[""  tetex-bibtex8-gost""]"
texmf-latex-obsolete,[]
texml,[]
textext,[]
textlus,[]
textlus-rhvoice,[]
tftp,"[""  tftp-server"",""  tftp-server-common""]"
tgif,[]
tgsend,[]
thefuck,"["" /dev, /dev/pts""]"
thermald,[]
thewidgetfactory,[]
thin-provisioning-tools,"[""  device-mapper-persistent-data""]"
thinkfan,[]
thinksaber,[]
thonny,[]
thunar-dropbox-plugin,[]
thunar-sendto-clamtk,[]
thunar-vcs-plugin,[]
thunderbird-folderpane,[]
tidy,[]
tidyp,[]
tig,[]
tiger-types,[]
tigervnc,"["" tightvnc"","" tightvnc-server""]"
tilda,[]
tiled,[]
time,[]
time-api,"[""       bundled(openjdk8-javax-time)""]"
timelimit,[]
timeline,[]
timeoutd,[]
timescaledb-tune,[]
timetool,[]
timewarrior,[]
timidity-eaw-patches,[]
timidity-freepats,[]
timidity-instruments,[]
tin,[]
tinc,[]
tini,[]
tint2,[]
tintii,[]
tintin%2B%2B,"[""""]"
tinyca2,[]
tinycdb,"[""  tinycdb-devel"","" tinycdb-devel""]"
tinycompress,[]
tinyemu,"[""  riscvemu""]"
tinyfugue,[]
tinyfugue-doc,[]
tinyxml,[]
tinyxml2,[]
tio,[]
tionix-vdi-client,[]
tiptop,[]
tk,"[""  tcl(Ttk)-8"",""  tcl-tile"","" tcl(Ttk)""]"
tkabber,[]
tkabber-plugins,[]
tkcon,[]
tkdiff,[]
tkdvd,"[""  TkDVD"","" TkDVD""]"
tkffmpeg,[]
tklib,[]
tla,[]
tla-tools,[]
tmux,[]
tnef,[]
tnt,[]
tnt3,[]
todo.txt-cli,[]
tofrodos,[]
tofu,[]
toilet,[]
token-manager,"["" ispell-dictionary""]"
tokyocabinet,[]
tokyocabinet-lua,[]
tokyodystopia,[]
tokyotyrant,"[""  aspell-dictionary, aspell-ru"",""  aspell-ru-lebedev-common"",""  ispell-dictionary, ispell-ru"",""  ispell-dictionary, ispell-ru-cp1251"",""  ispell-ru-cp1251"","" aspell-ru, aspell-ru-lebedev-ie, aspell-ru-lebedev-io"","" aspell-ru-lebedev-common"","" aspell-ru-lebedev-common-ie, aspell-ru-lebedev-common-io"","" hunspell-ru"","" irussian, ispell-rus, ispell-russian, rispell, ispell-ru"","" irussian, ispell-rus, ispell-russian, rispell, ispell-ru-cp1251"","" ispell-dictionary"","" vim-spell-ru""]"
tolua%2B%2B,"[""""]"
tomcat,"[""          tomcat-log4j"",""  el_api"",""  jsp"",""  servlet"","" servlet3"","" servlet6"","" tomcat-el-2.2-api"","" tomcat-jsp-2.2-api"","" tomcat-servlet-3.1-api""]"
tomcat-native,"[""        tcnative""]"
tomcat-taglibs-parent,[]
tomcat-taglibs-standard,"[""  jakarta-taglibs-standard"",""  jakarta-taglibs-standard-javadoc""]"
tomcatjss,[]
tome,[]
tong,[]
tootle,[]
topgit,[]
toppler,[]
tora,[]
tornado,[]
torque,"[""        libtorque"",""        libtorque-devel "",""        torque-devel"",""       torque-xpbs""]"
torrent-file-editor,"[""\ttorrent-file-editor-common torrent-file-editor-qt5""]"
torrust-tracker,[]
torsmo,[]
torsocks,[]
tortoisehg,[]
totem,"[""  totem-backend"",""  totem-backend-gstreamer"",""  totem-backend-xine"",""  totem-gstreamer"","" mozilla-plugin-totem"","" python2.7(atom) python2.7(gdata))"","" totem-plugins-bemused  totem-plugins-youtube"","" totem-plugins-mythtv  totem-plugins-galago"","" totem-plugins-publish  totem-plugins-iplayer totem-plugins-grilo""]"
touche,[]
touchegg,[]
touchegg-gce,[]
toxcore,[]
nextpnr,[]
ngspice,[]
nmap,[]
maven-artifact-transfer,[]
maven-assembly-plugin,[]
maven-checkstyle-plugin,[]
maven-clean-plugin,[]
maven-common-artifact-filters,[]
maven-compiler-plugin,[]
maven-dependency-analyzer,[]
maven-dependency-plugin,[]
maven-dependency-tree,"[""       maven-shared-dependency-tree""]"
maven-deploy-plugin,[]
maven-downloader,[]
maven-doxia,"[""       maven-doxia-book"",""       maven-doxia-maven-plugin"",""       maven-doxia-module-fo"",""       maven-doxia-module-itext"",""       maven-doxia-module-markdown""]"
maven-doxia-sitetools,"[""       maven-doxia-tools"",""      maven-doxia-tools""]"
maven-ear-plugin,"[""  maven2-plugin-ear""]"
maven-eclipse-plugin,[]
maven-enforcer,"[""  maven-shared-enforcer-rule-api""]"
maven-file-management,[]
maven-filesystem,[]
maven-filtering,[]
maven-gpg-plugin,[]
maven-help-plugin,[]
maven-idea-plugin,[]
maven-indexer,[]
maven-install-plugin,[]
maven-invoker,[]
maven-invoker-plugin,[]
maven-jar-plugin,[]
maven-jarsigner-plugin,[]
maven-javadoc-plugin,[]
maven-jxr,[]
maven-license-plugin,[]
maven-mapping,[]
maven-native,[]
maven-osgi,[]
maven-parent,"[""        maven-plugins-pom"",""        maven-shared"",""       maven-plugins-pom"",""       maven-shared""]"
maven-patch-plugin,[]
maven-plugin-build-helper,"[""  mojo-maven2-plugin-build-helper""]"
maven-plugin-bundle,[]
maven-plugin-testing,"[""  maven-shared-plugin-testing-harness"",""  maven-shared-plugin-testing-tools"",""  maven-shared-test-tools""]"
cacti-spine,"[""  cacti-cactid"","" cacti-cactid""]"
cadaver,[]
SDL2_ttf,[]
SDL_image,[]
SDL_mixer,"[""  SDL_mixer"",""  SDL_mixer-devel""]"
SDL_net,[]
SDL_sound,"[""  SDL_sound"",""  SDL_sound-devel""]"
SDL_ttf,[]
SFML,[]
SILLY,[]
SNNS,"[""  python2.7-module-SNNS""]"
SNNS-Manual,[]
SPICE,[]
SimplePAMApps,[]
SpamOracle,[]
SysVinit-usermode,[]
TORCS,"[""  TORCS-data-cars"",""  TORCS-data-tracks"","" TORCS-data cars + TORCS-data-tracks.""]"
iscan-data,[]
iscan-free,[]
isicom,[]
isight-firmware-tools,[]
isl,[]
isl15,[]
iso-codes,[]
iso-flag-png,[]
isoinspector,[]
isomaster,[]
isomd5sum,[]
isorelax,[]
ispc,[]
ispell,"[""  ispell-dictionary"","" /usr/bin/spell"","" for easier installation over other rpms of same language"","" iamerica ispell-english ibritish ispell-british"","" ispell-dictionary for ispell-{en,de}"","" ispell-german igerman""]"
ispell-be,"["" ispell-dictionary""]"
ispell-de,"["" ispell-dictionary""]"
ispell-fr,[]
ispell-he,[]
ispell-ru-lebedev,"[""  aspell-dictionary, aspell-ru"",""  aspell-ru-lebedev-common"",""  ispell-dictionary, ispell-ru"",""  ispell-dictionary, ispell-ru-cp1251"",""  ispell-ru-cp1251"","" aspell-ru, aspell-ru-lebedev-ie, aspell-ru-lebedev-io"","" aspell-ru-lebedev-common"","" aspell-ru-lebedev-common-ie, aspell-ru-lebedev-common-io"","" hunspell-ru"","" irussian, ispell-rus, ispell-russian, rispell, ispell-ru"","" irussian, ispell-rus, ispell-russian, rispell, ispell-ru-cp1251"","" ispell-dictionary"","" vim-spell-ru""]"
ispell-ru-rk,"[""\taspell-ru"",""\tirussian, ispell-rus, ispell-russian, rispell, ispell-ru-cp1251"",""\trussian, ispell-rus, ispell-russian, rispell, ispell-ru"","" \taspell-dictionary, aspell-ru"","" \tispell-dictionary, ispell-ru"","" \tispell-dictionary, ispell-ru-cp1251"","" for easier installation over other rpms of same language"","" ispell-dictionary""]"
ispell-uk,"["" ispell-ua, ispell-dictionary""]"
istack-commons2.21,"[""        maven-istack-commons-plugin"",""       istack-commons"",""       maven-istack-commons-plugin""]"
istodo,[]
isync,[]
itcase_sphinx_theme,[]
iterm2-color-schemes,[]
itest,[]
itext,"[""          iText"",""         itext"",""  2.1.7-alt5_41jpp11"",""  itext2""]"
itk,"[""  libitk-glue-devel""]"
itk-snap,[]
itk4.12,[]
itop,[]
itpp,"[""  libitpp8-devel""]"
itstool,[]
iucode_tool,[]
iw,[]
iwatch,[]
ixion,[]
jBCrypt,"[""       jBCrypt-javadoc""]"
jFormatString,"[""  jformatstring""]"
jabber-alice,[]
jabber-common,[]
jabber-jubjub,[]
jabber-muc,"["" jabberd2-muc""]"
node,"["" \tnodejs-devel"",""  bundled(llhttp)"",""  bundled(uvwasi)"",""  node.js"",""  nodejs"",""  nodejs(abi)"",""  nodejs(engine)"",""  nodejs(napi)"",""  nodejs(v8-abi)"","" nodejs(engine) by viy@""]"
node-canvas,[]
jabber-vk4xmpp,[]
node-nan,[]
jabberd2,"["" jabberd2-fs jabberd2-db"","" jabberd2-pipe jabberd2-anon jabberd2-db"","" jabberd2-router jabberd2-resolver""]"
node-nyc,"[""  nodejs-nyc""]"
jabberd2-jud,[]
node-sass,"[""  npm(node-sass)""]"
jabbix,[]
node-uglify-js,"[""  nodejs-uglify-js"",""  uglifyjs""]"
jabrt,[]
npm,[]
npmjs-fibers,[]
nss,"[""\tlibnss-sysinit"",""\tnss-sysinit"",""\tnss-system-init"",""\tnss-tools"","" \tlibnss-sysinit"","" \tnss"","" \tnss-devel       "","" \tnss-devel-static       "","" \tnss-pkcs11-devel"","" \tnss-pkcs11-devel-static""]"
nvidia-modprobe,[]
nvidia_glx_src_340.108,[]
nvidia_glx_src_470.182.03,"[""  libnvidia-compiler""]"
jack-audio-connection-kit,"[""  libnvidia-compiler""]"
nvidia_glx_src_525.105.17,[]
jack_capture,[]
jack_mixer,[]
nvidia_glx_src_525.85.05,[]
nvidia_glx_src_525.89.02,[]
jacknativeclient,[]
ocaml-luv,[]
ocserv,[]
octave,"[""   qtoctave"",""  qtoctave""]"
octave-bsltl,"[""  octave(bsltl)""]"
octave-database,"[""  octave(database)""]"
octave-econometrics,"[""  octave(econometrics)""]"
jackson,[]
octave-level-set,"[""  octave(level-set)""]"
jackson-annotations,[]
octave-optics,"[""  octave(optics)""]"
jackson-bom,[]
octave-quaternion,"[""  octave(quaternion)""]"
jackson-core,[]
octave-vibes,[]
open62541,[]
openFPGALoader,[]
opennebula,"[""  opennebula-ozones"",""  opennebula-ruby"",""  opennebula-tools"",""  ruby-opennebula"",""  ruby-opennebula-cli""]"
openssl-gost-engine,[]
openttd,"[""  openttd-data""]"
openuds-server,[]
openvswitch,"[""  bash-completion-openvswitch"",""  openvswitch-common"",""  openvswitch-controller"",""  openvswitch-devel"",""  openvswitch-ovsdbmonitor""]"
orage,"[""  xfcalendar""]"
orca,[]
osgearth,"[""  libosgEarth"",""  libosgEarth-devel"",""  osgEarth"",""  osgEarth-data"",""  osgEarth-examples""]"
osinfo-db,[]
ostree,[]
ovn,"[""  openvswitch-ovn"",""  openvswitch-ovn-central"",""  openvswitch-ovn-common"",""  openvswitch-ovn-docker"",""  openvswitch-ovn-host"",""  openvswitch-ovn-vtep""]"
palemoon,"[""  palemoon"","" webclient""]"
palemoon-el,[]
palemoon-pt_br,[]
palemoon-ru,"["" palemoon-ru_yo-dictionary palemoon-ru_ie-dictionary""]"
palemoon-uk,[]
pam-oauth2,[]
parcellite,[]
parole,[]
partitionmanager,[]
pascalabcnet,"[""        geronimo-interceptor"",""        geronimo-interceptor-javadoc"",""       geronimo-interceptor"",""       geronimo-interceptor-javadoc""]"
patroni,"[""        jsonp"",""       jsonp"",""       jsonp-javadoc""]"
pavucontrol-qt,"[""        javamail"",""       javamail"",""       javamail-javadoc ""]"
pcmanfm-qt,[]
pcsc-lite,[]
pcsc-lite-acsccid,"[""  pcsc-acsccid""]"
pcsc-lite-ccid,"[""  ccid""]"
pcsc-lite-rutokens,"["" rutokens-driver ifd-rutokens""]"
pdns-recursor,"[""  powerdns-recursor""]"
percona-xtrabackup80,"[""  percona-xtrabackup"",""  xtrabackup""]"
perl-Gear-Rules,[]
perl-RPM-Source-Editor,"[""  hashertarbuild""]"
perl-WWW-Curl,[]
pfstools,[]
pg_catcheck,[]
pg_rman14,[]
libbpf,"[""""]"
libbytesize,"["""","" /usr/bin/bscalc""]"
libcamera,"[""""]"
libcpuid,"[""""]"
libical,"[""""]"
libicns,"[""""]"
libid3tag,"[""""]"
libident,"[""""]"
libidn,"[""""]"
libidn1.34,"[""""]"
libidn2,"[""""]"
libiec61850,"[""""]"
libiec61883,"[""""]"
libieee1284,"[""""]"
libifp,"[""""]"
libilbc,"[""""]"
libilbc1,"[""""]"
libimagequant,"[""""]"
libimobiledevice,"[""""]"
libindicator,"[""""]"
libinfinity,"[""""]"
libini,"[""""]"
libiniparser,"[""""]"
libinklevel,"[""""]"
libinput,"[""""]"
libinstpatch,"[""""]"
libiodbc,"["""",""  iodbc-devel""]"
libipt,"["""","" ipt-devel, libipt-devel"","" libipt0""]"
libiptcdata,"[""""]"
libircclient,"[""""]"
libirman,"[""""]"
libirrlicht,"["""",""  libirrlicht"",""  liblibirrlicht1""]"
libisc-export-dhcp,"["""",""  libisc-export"",""  libisc-export-devel""]"
libiscsi,"[""""]"
libisdn,"[""""]"
libisoburn,"[""""]"
libisofs,"[""""]"
libitl,"[""""]"
kde5-autofs-shares,"[""""]"
kde5-basket,"["""",""  basket"",""  kde4-basket""]"
kde5-colord,"[""""]"
libitpack,"[""""]"
libivykis,"[""""]"
gem-minitest-proveit,"[""""]"
gem-minitest-retry,"[""""]"
gem-mixlib-cli,"["""",""       ruby-mixlib-cli"",""      ruby-mixlib-cli""]"
gem-mixlib-config,"["""",""       ruby-mixlib-config"",""      ruby-mixlib-config""]"
gem-mixlib-log,"[""""]"
gem-mixlib-shellout,"["""",""       ruby-mixlib-shellout"",""      ruby-mixlib-shellout""]"
gem-mocha,"["""",""       ruby-mocha"",""      ruby-mocha""]"
gem-msgpack,"["""",""      msgpack-doc"",""      ruby-msgpack"",""     msgpack-doc"",""     ruby-msgpack""]"
gem-multi-json,"["""",""       ruby-multi_json"",""      ruby-multi_json""]"
gem-mysql2,"["""",""       ruby-mysql2"",""      ruby-mysql2""]"
gem-necromancer,"[""""]"
gem-net-http-digest-auth,"[""""]"
gem-net-http-persistent,"["""",""       ruby-net-http-persistent"",""      ruby-net-http-persistent""]"
gem-net-http-pipeline,"["""",""       ruby-net-http-pipeline"",""      ruby-net-http-pipeline""]"
jackson-databind,[]
jackson-dataformats-binary,"[""   jackson-dataformat-cbor-javadoc"",""   jackson-dataformat-smile-javadoc"",""  jackson-dataformat-cbor-javadoc"",""  jackson-dataformat-smile-javadoc""]"
jackson-dataformats-text,"[""   jackson-dataformat-csv-javadoc"",""   jackson-dataformat-properties-javadoc"",""   jackson-dataformat-yaml-javadoc"",""  jackson-dataformat-csv-javadoc"",""  jackson-dataformat-properties-javadoc"",""  jackson-dataformat-yaml-javadoc""]"
jackson-jaxrs-providers,"[""       jackson-jaxrs-cbor-provider"",""       jackson-jaxrs-smile-provider"",""       jackson-jaxrs-xml-provider"",""       jackson-jaxrs-yaml-provider""]"
jackson-module-jsonSchema,[]
jackson-modules-base,"[""   jackson-module-jaxb-annotations-javadoc"",""  jackson-module-jaxb-annotations-javadoc""]"
jackson-parent,[]
jacoco,[]
jacorb,[]
jadetex,[]
jag,[]
jai,[]
jai-imageio-core,[]
jakarta-activation,"[""        jaf"",""       jaf""]"
jakarta-annotations,"[""        glassfish-annotation-api"",""       glassfish-annotation-api""]"
jakarta-el,[]
jakarta-interceptors,"[""        geronimo-interceptor"",""        geronimo-interceptor-javadoc"",""       geronimo-interceptor"",""       geronimo-interceptor-javadoc""]"
jakarta-json,"[""        jsonp"",""       jsonp"",""       jsonp-javadoc""]"
jakarta-mail,"[""        javamail"",""       javamail"",""       javamail-javadoc ""]"
jakarta-oro,"[""       deprecated()"",""  oro""]"
jakarta-persistence,"[""        geronimo-jpa"",""        geronimo-jpa-javadoc"",""       geronimo-jpa"",""       geronimo-jpa-javadoc""]"
jakarta-saaj,"[""        geronimo-saaj"",""       geronimo-saaj"",""       geronimo-saaj-javadoc""]"
jakarta-server-pages,"[""        glassfish-jsp"",""        glassfish-jsp-api"",""        glassfish-jsp-api-javadoc"",""        glassfish-jsp-javadoc"",""       glassfish-jsp"",""       glassfish-jsp-api"",""       glassfish-jsp-api-javadoc"",""       glassfish-jsp-javadoc""]"
jakarta-servlet,"[""        glassfish-servlet-api"",""        glassfish-servlet-api-javadoc"",""       glassfish-servlet-api"",""       glassfish-servlet-api-javadoc""]"
jakarta-ws-rs,"[""        glassfish-jax-rs-api"",""       glassfish-jax-rs-api"",""       glassfish-jax-rs-api-javadoc""]"
jakarta-xml-rpc,"[""        geronimo-jaxrpc"",""        geronimo-jaxrpc-javadoc"",""       geronimo-jaxrpc"",""       geronimo-jaxrpc-javadoc""]"
jakarta-xml-ws,"[""        glassfish-jaxws"",""        glassfish-jaxws-javadoc"",""       glassfish-jaxws"",""       glassfish-jaxws-javadoc""]"
jal,[]
jam,[]
jamin,[]
jandex,[]
jandex-maven-plugin,[]
janino,[]
jansi,[]
jansi-native,[]
jansi1,[]
jansson,"[""  jansson""]"
janus,[]
jaranalyzer,[]
jarbundler,[]
jardiff,[]
jargon-html,[]
jargs,[]
jarjar,[]
jasypt,[]
jatha,[]
jatl,[]
java-1.7.0-openjdk,"[""       java-1.7.0-openjdk-javaws"",""       mozilla-plugin-java-1.7.0-openjdk"",""  jaas"",""  java"",""  java-1.7.0"",""  java-1.7.0-devel"",""  java-1.7.0-headless"",""  java-1.7.0-javadoc"",""  java-devel"",""  java-devel-openjdk"",""  java-fonts"",""  java-headless"",""  java-javadoc"",""  java-openjdk"",""  java-openjdk-headless"",""  java-sasl"",""  java-sdk"",""  java-sdk-1.7.0"",""  java-sdk-1.7.0-openjdk"",""  java-sdk-openjdk"",""  jce"",""  jdbc-stdext"",""  jndi"",""  jndi-cos"",""  jndi-dns"",""  jndi-ldap"",""  jndi-rmi"",""  jre"",""  jre-1.7.0"",""  jre-1.7.0-headless"",""  jre-1.7.0-openjdk"",""  jre-1.7.0-openjdk-headless"",""  jre-headless"",""  jre-openjdk"",""  jre-openjdk-headless"",""  jsse"","" /usr/lib/jvm/java-1.7.0-openjdk-1.7.0.221-2.6.18.0.x86_64/jre/lib/amd64/server/libjvm.so()(64bit)"","" /usr/lib/jvm/java-1.7.0-openjdk-1.7.0.221-2.6.18.0.x86_64/jre/lib/amd64/server/libjvm.so(SUNWprivate_1.1)(64bit)"","" /usr/lib/jvm/java/jre/lib/amd64/server/libjvm.so()(64bit)"","" /usr/lib/jvm/java/jre/lib/amd64/server/libjvm.so(SUNWprivate_1.1)(64bit)"","" on java-1.6.0-openjdk""]"
java-10-openjdk,[]
fhs,[]
fi_lib,[]
fiaif,[]
fido2,[]
fidoconf,"[""  fidoconf-devel-libs""]"
figlet,[]
file-roller,[]
file5,[]
fileschanged,[]
filesystem,"["" /dev/pts"","" /dev/shm"","" /media /proc /run /selinux /srv /sys"","" /proc, /sys."","" /usr/share/icons/hicolor"","" /usr/share/wallpapers"","" /var/empty /var/lock/serial""]"
filezilla,[]
filigram,[]
fillets-ng,[]
fillets-ng-data,[]
fillup,[]
filterXQueryExtension,[]
findbugs,[]
findbugs-bcel,[]
findsym,[]
findutils,[]
finger,[]
fio,[]
firebird,[]
firecracker,[]
firectl,[]
firefox-adblock_plus,[]
firefox-certificate_watch,[]
firefox-dark_reader,[]
firefox-duckduckgo_plus,[]
firefox-esr-noscript,[]
firefox-export_tabs_urls,[]
firefox-firebug,[]
firefox-foxyproxy_standard,[]
firefox-gnome_shell_integration,[]
firefox-gsconnect,[]
firefox-mysessions,[]
firefox-noscript,[]
firefox-privacy_settings,[]
firefox-save_as_ebook,[]
firefox-save_pdf,[]
firefox-tab2qr,[]
firefox-tridactyl,[]
firefox-ublock_origin,[]
firefox-ubo_scope,[]
firefox-umatrix,[]
firefox-urls_list,[]
firefox-video_downloadhelper,[]
firefox-webdeveloper,[]
firefox-webscrapbook,[]
firehol,[]
firestarter,[]
firmware-aic94xx-seq,[]
firmware-ast_dp501,[]
firmware-bcm4345,[]
firmware-gpib,[]
firmware-intel-ucode,"[""  microcode-data-intel""]"
firmware-intellio,[]
firmware-ipw2100,[]
firmware-ipw2200,"[""  firmware-%firmware_name"",""  firmware-ipw2200"",""  firmware-ipw2200-3.0"","" firmware-ipw2200-3.0""]"
firmware-ipw3945,[]
firmware-iscan,[]
libcolord-gtk,[]
libcomedi,"[""  python2.7-module-comedi"","" libcomedi-python""]"
libcomps,"[""       platform-python-libcomps""]"
libconfig,[]
libcoredumper,[]
libcoverart,[]
libcpath,[]
libcpp-hocon,"[""  cpp-hocon-devel""]"
libcppkafka,[]
libcpptest,[]
libcprops,"["" \tlib64libcprops-devel"","" \tlib64libcprops0""]"
libcroco,[]
libcrossguid,[]
libcrypt,"[""  crypt-yescrypt"",""  glibc-crypt_blowfish"",""  libcrypt1""]"
libcryptopp,"[""  libcrypto++"",""  libcrypto++-devel"","" libcrypto++"","" libcrypto++-devel"","" libcryptopp-static""]"
libcryptui,"[""   seahorse-agent"",""  libseahorse"",""  libseahorse-devel"",""  libseahorse-devel-doc"",""  libseahorse-gir"",""  libseahorse-gir-devel"","" libseahorse"","" libseahorse-devel"","" libseahorse-devel-doc"","" libseahorse-gir"","" libseahorse-gir-devel"","" seahorse-agent""]"
libcrystalhd,[]
libcsplit,[]
libcthreads,[]
libctl,[]
libctl5,[]
libctpl,[]
libcuckoo,[]
libcue2,[]
libcuefile,[]
libcurl-gnutls-compat,"["" libcurl-gnutls.so.3(64bit)"","" libcurl-gnutls.so.3(CURL_GNUTLS_3)(64bit)"","" libcurl-gnutls.so.4(64bit)"","" libcurl-gnutls.so.4(CURL_GNUTLS_3)(64bit)"","" libcurl3-gnutls"","" libcurl4-gnutls""]"
libcutl,"[""  bundled(boost)""]"
libcwiid,"[""        libcwiid-wmgui"",""       libcwiid-wmgui""]"
libcxx,[]
libcxxabi,[]
libcxxtools,[]
libdaemon,[]
libdap,"["" bundled(gnulib)""]"
libdatrie,[]
man-pages,"["" gnumaniak""]"
man-pages-posix,"[""  man-pages-POSIX""]"
man-pages-ru,"["" man-ru, manpages-ru, man-pages-ru-KOI8-R, man-pages-ru-CP1251""]"
man-pages-ru-extra,"["" man-pages-security-ru""]"
man2web,[]
manatee-open,"["" finlib finlib-devel""]"
manaworld,[]
manaworld-music,[]
mangohud,[]
manpageeditor,[]
manticore,[]
mapsoft,[]
mapsoft2,[]
mar,"["" /usr/bin/mkmar""]"
mariadb,"[""  libmariadb"",""  libmariadbembedded"",""  libmariadbembedded-devel"",""  libmysqld19"",""  libmysqld19-devel"",""  mariadb-engine-extra"",""  mariadb-engine-obsolete"",""  mariadb-galera"",""  mariadb-galera-server"",""  mariadb-galera-server-perl"",""  mariadb-pam"",""  mysql"",""  mysql-bench"",""  mysql-client"",""  mysql-server"","" which have been missed out optimistically""]"
mariadb-java-client,[]
mars_nwe,"["" mars-nwe""]"
marss-riscv,[]
marsshooter,[]
maruku,"[""      maruku-doc"",""     maruku-doc""]"
masscan,[]
matanza,[]
